goal,success,depth,elapsed_s,model,timeout,use_calls,steps_len
(m282::nat) + 0 = m282,True,1,6.802129030227661,gemini-3-flash-preview,False,3028,2
bij_betw f35 A35 B35 ⟹ y35 ∈ B35 ⟹ (∃x35∈A35. f35 x35 = y35),True,1,12.654269456863403,gemini-3-flash-preview,False,3030,2
converse (converse r277) = r277,True,1,6.662559270858765,gemini-3-flash-preview,False,3032,2
x277 ∈ insert x277 A277,True,1,8.348893880844116,gemini-3-flash-preview,False,3034,2
(A106 ⟶ C106) ⟶ ((B106 ⟶ C106) ⟶ (A106 ∨ B106 ⟶ C106)),True,1,4.2351202964782715,gemini-3-flash-preview,False,3036,2
rev (xs289 @ ys289) = rev ys289 @ rev xs289,True,1,6.557104110717773,gemini-3-flash-preview,False,3038,2
A72 ∩ (B72 ∪ C72) = (A72 ∩ B72) ∪ (A72 ∩ C72),True,1,7.178269147872925,gemini-3-flash-preview,False,3040,2
inj f214 ⟷ (∀x214 y214. f214 x214 = f214 y214 ⟶ x214 = y214),True,1,8.985232830047607,gemini-3-flash-preview,False,3042,2
r373p ⊆ r373 ⟹ s373p ⊆ s373 ⟹ r373p O s373p ⊆ r373 O s373,True,1,7.6742448806762695,gemini-3-flash-preview,False,3044,2
A390 ∧ B390 ⟶ A390,True,1,6.394191026687622,gemini-3-flash-preview,False,3046,2
bij_betw f13 A13 B13 ⟹ f13 ` A13 = B13,True,2,62.41270565986633,gemini-3-flash-preview,False,3065,3
f65 ` (A65 ∪ B65) = f65 ` A65 ∪ f65 ` B65,True,1,6.670241355895996,gemini-3-flash-preview,False,3067,2
{x339∈A339. True} = A339,True,1,9.245157480239868,gemini-3-flash-preview,False,3069,2
(a118::nat) + (b118::nat) = b118 + a118,True,1,7.1310296058654785,gemini-3-flash-preview,False,3071,2
(A158 ∧ (B158 ∨ C158)) ⟷ (A158 ∧ B158) ∨ (A158 ∧ C158),True,1,4.255920648574829,gemini-3-flash-preview,False,3073,2
(A68 ∧ (B68 ∨ C68)) ⟷ (A68 ∧ B68) ∨ (A68 ∧ C68),True,1,5.802755355834961,gemini-3-flash-preview,False,3075,2
A3 ⊆ B3 ⟹ A3 ∩ C3 ⊆ B3 ∩ C3,True,1,6.7151408195495605,gemini-3-flash-preview,False,3077,2
length (map f186 xs186) = length xs186,True,1,6.791499614715576,gemini-3-flash-preview,False,3079,2
filter P374 (xs374 @ ys374) = filter P374 xs374 @ filter P374 ys374,True,1,6.474834203720093,gemini-3-flash-preview,False,3081,2
set (map f76 xs76) = f76 ` set xs76,True,1,6.702738523483276,gemini-3-flash-preview,False,3083,2
f470 ` (A470 ∪ B470) = f470 ` A470 ∪ f470 ` B470,True,1,8.01386833190918,gemini-3-flash-preview,False,3085,2
(a82::nat) + (b82::nat) = b82 + a82,True,1,6.992642164230347,gemini-3-flash-preview,False,3087,2
A288 ⊆ B288 ⟹ A288 ∩ C288 ⊆ B288 ∩ C288,True,1,6.76218581199646,gemini-3-flash-preview,False,3089,2
(m66::nat) + 0 = m66,True,1,6.7354090213775635,gemini-3-flash-preview,False,3091,2
(m253::nat) + Suc (n253::nat) = Suc (m253 + n253),True,1,6.752056837081909,gemini-3-flash-preview,False,3093,2
Id O r35 = r35,True,1,9.326597452163696,gemini-3-flash-preview,False,3095,2
A452 ∩ B452 ⊆ A452,True,1,6.916030406951904,gemini-3-flash-preview,False,3097,2
Id O r357 = r357,True,1,6.66587495803833,gemini-3-flash-preview,False,3099,2
trans r398 ⟹ r398 O r398 ⊆ r398,True,1,7.026098728179932,gemini-3-flash-preview,False,3101,2
A31 ⊆ A31 ∪ B31,True,1,6.565542459487915,gemini-3-flash-preview,False,3103,2
filter P214 (xs214 @ ys214) = filter P214 xs214 @ filter P214 ys214,True,1,8.130224704742432,gemini-3-flash-preview,False,3105,2
bij_betw f233 A233 B233 ⟹ y233 ∈ B233 ⟹ (∃x233∈A233. f233 x233 = y233),True,1,12.775331497192383,gemini-3-flash-preview,False,3107,2
- ((a319::int) + (b319::int)) = (-a319) + (-b319),True,1,6.683772802352905,gemini-3-flash-preview,False,3109,2
r226p ⊆ r226 ⟹ s226p ⊆ s226 ⟹ r226p O s226p ⊆ r226 O s226,True,1,9.209580898284912,gemini-3-flash-preview,False,3111,2
bij_betw f110 A110 B110 ⟹ inj_on f110 A110,True,1,13.384237051010132,gemini-3-flash-preview,False,3114,2
(a125::nat) + ((b125::nat) + a125) = b125 + (a125 + a125),True,1,6.693561792373657,gemini-3-flash-preview,False,3116,2
set (map f220 xs220) = f220 ` set xs220,True,1,7.147178411483765,gemini-3-flash-preview,False,3118,2
rev (xs1 @ ys1) = rev ys1 @ rev xs1,True,1,6.853136301040649,gemini-3-flash-preview,False,3120,2
(A166 ⟶ C166) ⟶ ((B166 ⟶ C166) ⟶ (A166 ∨ B166 ⟶ C166)),True,1,6.372518301010132,gemini-3-flash-preview,False,3122,2
trans r251 ⟹ r251 O r251 ⊆ r251,True,1,6.935356616973877,gemini-3-flash-preview,False,3124,2
x68 ∈ insert x68 A68 ⟷ True,True,1,6.9591686725616455,gemini-3-flash-preview,False,3126,2
A361 ∧ B361 ⟶ B361,True,1,4.286175966262817,gemini-3-flash-preview,False,3128,2
f80 ` (A80 ∪ B80) = f80 ` A80 ∪ f80 ` B80,True,1,6.720109939575195,gemini-3-flash-preview,False,3130,2
inj_on f78 A78 ⟷ (∀x78∈A78. ∀y78∈A78. f78 x78 = f78 y78 ⟶ x78 = y78),True,1,12.498070478439331,gemini-3-flash-preview,False,3132,2
(a230::int) - a230 = 0,True,1,6.879607677459717,gemini-3-flash-preview,False,3134,2
filter P414 (xs414 @ ys414) = filter P414 xs414 @ filter P414 ys414,True,1,6.324274301528931,gemini-3-flash-preview,False,3136,2
(A188 ∧ (B188 ∨ C188)) ⟷ (A188 ∧ B188) ∨ (A188 ∧ C188),True,1,4.317840337753296,gemini-3-flash-preview,False,3138,2
f486 ` (A486 ∩ B486) ⊆ f486 ` A486 ∩ f486 ` B486,True,1,6.957021951675415,gemini-3-flash-preview,False,3140,2
A34 ⊆ B34 ⟹ A34 ∪ C34 ⊆ B34 ∪ C34,True,1,8.174825429916382,gemini-3-flash-preview,False,3142,2
x263 ∈ set (map f263 xs263) ⟷ (∃y∈set xs263. f263 y = x263),True,1,26.51551914215088,gemini-3-flash-preview,False,3146,2
r331p ⊆ r331 ⟹ s331p ⊆ s331 ⟹ r331p O s331p ⊆ r331 O s331,True,1,8.380250930786133,gemini-3-flash-preview,False,3148,2
surj f63 ⟷ (∀y63. ∃x63. f63 x63 = y63),True,1,9.500264883041382,gemini-3-flash-preview,False,3150,2
(converse (r45 O s45)) = converse s45 O converse r45,True,1,9.802187204360962,gemini-3-flash-preview,False,3152,2
(a226::nat) + (b226::nat) = b226 + a226,True,1,6.931660413742065,gemini-3-flash-preview,False,3154,2
rev (rev xs112) = xs112,True,1,8.70100212097168,gemini-3-flash-preview,False,3156,2
length (map f122 xs122) = length xs122,True,1,6.945842027664185,gemini-3-flash-preview,False,3158,2
(m250::nat) + (n250::nat) = n250 + m250,True,1,6.862088203430176,gemini-3-flash-preview,False,3160,2
A183 ⊆ B183 ⟹ A183 ∩ C183 ⊆ B183 ∩ C183,True,1,6.663563013076782,gemini-3-flash-preview,False,3162,2
(a78::int) + (-a78) = 0,True,1,7.096608877182007,gemini-3-flash-preview,False,3164,2
A131 ∧ B131 ⟶ B131,True,1,7.7685160636901855,gemini-3-flash-preview,False,3166,2
(a119::nat) + ((b119::nat) + a119) = b119 + (a119 + a119),True,1,6.841122627258301,gemini-3-flash-preview,False,3168,2
(a34::nat) + (b34::nat) = b34 + a34,True,1,6.874431848526001,gemini-3-flash-preview,False,3170,2
B203 ⟶ A203 ∨ B203,True,1,4.35022759437561,gemini-3-flash-preview,False,3172,2
bij_betw f209 A209 B209 ⟹ y209 ∈ B209 ⟹ (∃x209∈A209. f209 x209 = y209),True,1,9.312436580657959,gemini-3-flash-preview,False,3174,2
A50 ∧ B50 ⟶ A50,True,1,7.307297229766846,gemini-3-flash-preview,False,3176,2
¬(A345 ∨ B345) ⟷ (¬A345 ∧ ¬B345),True,1,4.2468581199646,gemini-3-flash-preview,False,3178,2
rev (rev xs48) = xs48,True,1,6.678286790847778,gemini-3-flash-preview,False,3180,2
(a310::nat) + (b310::nat) = b310 + a310,True,1,6.773747682571411,gemini-3-flash-preview,False,3182,2
(a318::int) + (-a318) = 0,True,1,6.867988348007202,gemini-3-flash-preview,False,3184,2
A27 ∩ (B27 ∪ C27) = (A27 ∩ B27) ∪ (A27 ∩ C27),True,1,8.193448781967163,gemini-3-flash-preview,False,3186,2
length (map f42 xs42) = length xs42,True,1,6.894776344299316,gemini-3-flash-preview,False,3188,2
A251 ∧ B251 ⟶ B251,True,1,4.33931827545166,gemini-3-flash-preview,False,3190,2
x75 ∈ A75 ∩ B75 ⟷ x75 ∈ A75 ∧ x75 ∈ B75,True,1,6.867269515991211,gemini-3-flash-preview,False,3192,2
x360 ∈ A360 ∩ B360 ⟷ x360 ∈ A360 ∧ x360 ∈ B360,True,1,6.6690216064453125,gemini-3-flash-preview,False,3194,2
bij_betw f155 A155 B155 ⟹ y155 ∈ B155 ⟹ (∃x155∈A155. f155 x155 = y155),True,1,15.03766655921936,gemini-3-flash-preview,False,3196,2
bij_betw f65 A65 B65 ⟹ y65 ∈ B65 ⟹ (∃x65∈A65. f65 x65 = y65),True,1,12.60870099067688,gemini-3-flash-preview,False,3198,2
filter P70 (xs70 @ ys70) = filter P70 xs70 @ filter P70 ys70,True,1,6.74072265625,gemini-3-flash-preview,False,3200,2
(a306::int) + (-a306) = 0,True,1,7.608589172363281,gemini-3-flash-preview,False,3202,2
r177p ⊆ r177 ⟹ s177p ⊆ s177 ⟹ r177p O s177p ⊆ r177 O s177,True,1,11.864353895187378,gemini-3-flash-preview,False,3204,2
r134 O Id = r134,True,1,7.01315712928772,gemini-3-flash-preview,False,3206,2
(m243::nat) ≤ m243,True,1,6.880979776382446,gemini-3-flash-preview,False,3208,2
(A48 ∧ (B48 ∨ C48)) ⟷ (A48 ∧ B48) ∨ (A48 ∧ C48),True,1,4.336776971817017,gemini-3-flash-preview,False,3210,2
A274 ⊆ B274 ⟹ A274 ∪ C274 ⊆ B274 ∪ C274,True,1,10.221855640411377,gemini-3-flash-preview,False,3212,2
rev (xs313 @ ys313) = rev ys313 @ rev xs313,True,1,7.1479811668396,gemini-3-flash-preview,False,3214,2
r267 O Id = r267,True,1,6.836708307266235,gemini-3-flash-preview,False,3216,2
trans r202 ⟹ r202 O r202 ⊆ r202,True,1,6.8899314403533936,gemini-3-flash-preview,False,3218,2
length (map f138 xs138) = length xs138,True,1,7.291256666183472,gemini-3-flash-preview,False,3220,2
A265 - (B265 ∪ C265) = (A265 - B265) ∩ (A265 - C265),True,1,9.314685583114624,gemini-3-flash-preview,False,3222,2
rev (rev xs344) = xs344,True,1,6.696886777877808,gemini-3-flash-preview,False,3224,2
rev (rev xs496) = xs496,True,1,6.648198843002319,gemini-3-flash-preview,False,3226,2
map f443 (xs443 @ ys443) = map f443 xs443 @ map f443 ys443,True,1,6.784735918045044,gemini-3-flash-preview,False,3228,2
(a188::int) - a188 = 0,True,1,9.67223048210144,gemini-3-flash-preview,False,3230,2
inj_on f252 A252 ⟷ (∀x252∈A252. ∀y252∈A252. f252 x252 = f252 y252 ⟶ x252 = y252),True,1,10.974871635437012,gemini-3-flash-preview,False,3232,2
(m155::nat) + ((n155::nat) + m155) = n155 + (m155 + m155),True,1,7.206898212432861,gemini-3-flash-preview,False,3234,2
rev (xs129 @ ys129) = rev ys129 @ rev xs129,True,1,6.790765047073364,gemini-3-flash-preview,False,3236,2
filter P94 (xs94 @ ys94) = filter P94 xs94 @ filter P94 ys94,True,1,6.923511743545532,gemini-3-flash-preview,False,3238,2
r397 ⊆ s397 ⟹ converse r397 ⊆ converse s397,True,1,9.409241676330566,gemini-3-flash-preview,False,3240,2
A112 ⟶ A112 ∨ B112,True,1,4.229180812835693,gemini-3-flash-preview,False,3242,2
(m117::nat) ≤ m117,True,1,7.136723279953003,gemini-3-flash-preview,False,3244,2
- ((a313::int) + (b313::int)) = (-a313) + (-b313),True,1,6.790749549865723,gemini-3-flash-preview,False,3246,2
(m7::nat) + Suc (n7::nat) = Suc (m7 + n7),True,1,7.022377014160156,gemini-3-flash-preview,False,3248,2
rev (xs465 @ ys465) = rev ys465 @ rev xs465,True,1,9.325101375579834,gemini-3-flash-preview,False,3250,2
¬(A335 ∨ B335) ⟷ (¬A335 ∧ ¬B335),True,1,4.351727724075317,gemini-3-flash-preview,False,3252,2
A302 ∩ B302 ⊆ A302,True,1,6.882701873779297,gemini-3-flash-preview,False,3254,2
A350 ∧ B350 ⟶ A350,True,1,4.151031017303467,gemini-3-flash-preview,False,3256,2
x199 ∈ set (map f199 xs199) ⟷ (∃y∈set xs199. f199 y = x199),True,1,27.41707158088684,gemini-3-flash-preview,False,3260,2
surj f207 ⟷ (∀y207. ∃x207. f207 x207 = y207),True,1,9.601009368896484,gemini-3-flash-preview,False,3262,2
rev (rev xs160) = xs160,True,1,7.058380365371704,gemini-3-flash-preview,False,3264,2
(m103::nat) + Suc (n103::nat) = Suc (m103 + n103),True,1,9.698354482650757,gemini-3-flash-preview,False,3266,2
A342 ⟶ A342 ∨ B342,True,1,4.313318967819214,gemini-3-flash-preview,False,3268,2
bij_betw f43 A43 B43 ⟹ f43 ` A43 = B43,True,2,63.82523512840271,gemini-3-flash-preview,False,3287,3
x225 ∈ A225 ∩ B225 ⟷ x225 ∈ A225 ∧ x225 ∈ B225,True,1,6.692279815673828,gemini-3-flash-preview,False,3289,2
filter P14 (xs14 @ ys14) = filter P14 xs14 @ filter P14 ys14,True,1,6.744977235794067,gemini-3-flash-preview,False,3291,2
{x414∈A414. True} = A414,True,1,9.35472321510315,gemini-3-flash-preview,False,3293,2
¬(A224 ∧ B224) ⟷ (¬A224 ∨ ¬B224),True,1,4.333770990371704,gemini-3-flash-preview,False,3295,2
x435 ∈ A435 ∩ B435 ⟷ x435 ∈ A435 ∧ x435 ∈ B435,True,1,9.551476240158081,gemini-3-flash-preview,False,3297,2
A319 ⊆ B319 ⟹ A319 ∪ C319 ⊆ B319 ∪ C319,True,1,7.089462041854858,gemini-3-flash-preview,False,3299,2
A86 - (A86 ∩ B86) = A86 - B86,True,1,10.048205375671387,gemini-3-flash-preview,False,3301,2
inj_on f210 A210 ⟷ (∀x210∈A210. ∀y210∈A210. f210 x210 = f210 y210 ⟶ x210 = y210),True,1,14.261638402938843,gemini-3-flash-preview,False,3303,2
(m119::nat) + ((n119::nat) + m119) = n119 + (m119 + m119),True,1,7.3403120040893555,gemini-3-flash-preview,False,3305,2
rev (rev xs224) = xs224,True,1,7.051548957824707,gemini-3-flash-preview,False,3307,2
rev (rev xs64) = xs64,True,1,7.206448793411255,gemini-3-flash-preview,False,3309,2
(a314::int) - a314 = 0,True,1,6.931992769241333,gemini-3-flash-preview,False,3311,2
bij_betw f211 A211 B211 ⟹ f211 ` A211 = B211,False,2,66.73113322257996,gemini-3-flash-preview,False,3332,2
r285 ⊆ s285 ⟹ converse r285 ⊆ converse s285,True,1,9.293158292770386,gemini-3-flash-preview,False,3334,2
filter P478 (xs478 @ ys478) = filter P478 xs478 @ filter P478 ys478,True,1,6.409710168838501,gemini-3-flash-preview,False,3336,2
f216 ` (A216 ∩ B216) ⊆ f216 ` A216 ∩ f216 ` B216,True,1,6.6690943241119385,gemini-3-flash-preview,False,3338,2
(a320::int) - a320 = 0,True,1,7.4521684646606445,gemini-3-flash-preview,False,3340,2
bij_betw f221 A221 B221 ⟹ y221 ∈ B221 ⟹ (∃x221∈A221. f221 x221 = y221),True,1,14.655919790267944,gemini-3-flash-preview,False,3342,2
A280 - (B280 ∪ C280) = (A280 - B280) ∩ (A280 - C280),True,1,6.969244480133057,gemini-3-flash-preview,False,3344,2
set (rev xs13) = set xs13,True,1,7.156256675720215,gemini-3-flash-preview,False,3346,2
A172 ⟶ A172 ∨ B172,True,1,4.196450471878052,gemini-3-flash-preview,False,3348,2
¬(A4 ∧ B4) ⟷ (¬A4 ∨ ¬B4),True,1,4.398236274719238,gemini-3-flash-preview,False,3350,2
f485 ` (A485 ∪ B485) = f485 ` A485 ∪ f485 ` B485,True,1,10.005411386489868,gemini-3-flash-preview,False,3352,2
filter P390 (xs390 @ ys390) = filter P390 xs390 @ filter P390 ys390,True,1,7.0081541538238525,gemini-3-flash-preview,False,3354,2
A418 ∪ (B418 ∩ C418) = (A418 ∪ B418) ∩ (A418 ∪ C418),True,1,7.281700372695923,gemini-3-flash-preview,False,3356,2
bij_betw f158 A158 B158 ⟹ inj_on f158 A158,True,1,12.210110664367676,gemini-3-flash-preview,False,3359,2
(m261::nat) ≤ m261,True,1,7.658743619918823,gemini-3-flash-preview,False,3361,2
A91 ⊆ A91 ∪ B91,True,1,6.90956711769104,gemini-3-flash-preview,False,3363,2
(m22::nat) + (n22::nat) = n22 + m22,True,1,7.23836350440979,gemini-3-flash-preview,False,3365,2
A320 ∧ B320 ⟶ A320,True,1,6.402999401092529,gemini-3-flash-preview,False,3367,2
(0::int) ≤ abs (a351::int),True,1,7.0958092212677,gemini-3-flash-preview,False,3369,2
(m164::nat) ≤ m164 + (n164::nat),True,1,8.907444953918457,gemini-3-flash-preview,False,3371,2
A11 ∧ B11 ⟶ B11,True,1,4.2913737297058105,gemini-3-flash-preview,False,3373,2
(m281::nat) + ((n281::nat) + m281) = n281 + (m281 + m281),True,1,7.159029722213745,gemini-3-flash-preview,False,3375,2
surj f267 ⟷ (∀y267. ∃x267. f267 x267 = y267),True,1,10.04756498336792,gemini-3-flash-preview,False,3377,2
A236 - (A236 ∩ B236) = A236 - B236,True,1,6.855034351348877,gemini-3-flash-preview,False,3379,2
rev (rev xs288) = xs288,True,1,9.117688655853271,gemini-3-flash-preview,False,3381,2
set (map f28 xs28) = f28 ` set xs28,True,1,7.366182327270508,gemini-3-flash-preview,False,3383,2
set (rev xs133) = set xs133,True,1,6.807440757751465,gemini-3-flash-preview,False,3385,2
r184p ⊆ r184 ⟹ s184p ⊆ s184 ⟹ r184p O s184p ⊆ r184 O s184,True,1,9.794321060180664,gemini-3-flash-preview,False,3387,2
(a288::int) + (-a288) = 0,True,1,8.205710172653198,gemini-3-flash-preview,False,3389,2
A150 ∧ B150 ⟶ A150,True,1,4.18808388710022,gemini-3-flash-preview,False,3391,2
surj f105 ⟷ (∀y105. ∃x105. f105 x105 = y105),True,1,9.880852699279785,gemini-3-flash-preview,False,3393,2
filter P206 (xs206 @ ys206) = filter P206 xs206 @ filter P206 ys206,True,1,6.509551048278809,gemini-3-flash-preview,False,3395,2
A326 - (A326 ∩ B326) = A326 - B326,True,1,12.050076961517334,gemini-3-flash-preview,False,3397,2
f126 ` (A126 ∩ B126) ⊆ f126 ` A126 ∩ f126 ` B126,True,1,6.74013352394104,gemini-3-flash-preview,False,3399,2
(m40::nat) + (n40::nat) = n40 + m40,True,1,6.803398132324219,gemini-3-flash-preview,False,3401,2
map f219 (xs219 @ ys219) = map f219 xs219 @ map f219 ys219,True,1,6.495230674743652,gemini-3-flash-preview,False,3403,2
map f187 (xs187 @ ys187) = map f187 xs187 @ map f187 ys187,True,1,6.547463417053223,gemini-3-flash-preview,False,3405,2
map f67 (xs67 @ ys67) = map f67 xs67 @ map f67 ys67,True,1,8.689671277999878,gemini-3-flash-preview,False,3407,2
(m273::nat) ≤ m273,True,1,6.891554117202759,gemini-3-flash-preview,False,3409,2
set (map f172 xs172) = f172 ` set xs172,True,1,6.770326852798462,gemini-3-flash-preview,False,3411,2
(A176 ⟶ C176) ⟶ ((B176 ⟶ C176) ⟶ (A176 ∨ B176 ⟶ C176)),True,1,4.3450586795806885,gemini-3-flash-preview,False,3413,2
bij_betw f193 A193 B193 ⟹ f193 ` A193 = B193,True,2,62.9293749332428,gemini-3-flash-preview,False,3432,3
(a140::int) - a140 = 0,True,1,7.559786558151245,gemini-3-flash-preview,False,3434,2
- ((a331::int) + (b331::int)) = (-a331) + (-b331),True,1,7.296508550643921,gemini-3-flash-preview,False,3436,2
x22 ∈ insert x22 A22,True,1,9.36956262588501,gemini-3-flash-preview,False,3438,2
A31 ∧ B31 ⟶ B31,True,1,4.234966993331909,gemini-3-flash-preview,False,3440,2
(m73::nat) + Suc (n73::nat) = Suc (m73 + n73),True,1,6.980212688446045,gemini-3-flash-preview,False,3442,2
(a98::int) - a98 = 0,True,1,6.9568190574646,gemini-3-flash-preview,False,3444,2
(m131::nat) + ((n131::nat) + m131) = n131 + (m131 + m131),True,1,6.861194610595703,gemini-3-flash-preview,False,3446,2
A117 ∩ (B117 ∪ C117) = (A117 ∩ B117) ∪ (A117 ∩ C117),True,1,6.7694268226623535,gemini-3-flash-preview,False,3448,2
inj f154 ⟷ (∀x154 y154. f154 x154 = f154 y154 ⟶ x154 = y154),True,1,12.216492891311646,gemini-3-flash-preview,False,3450,2
A258 ⊆ B258 ⟹ A258 ∩ C258 ⊆ B258 ∩ C258,True,1,6.794717073440552,gemini-3-flash-preview,False,3452,2
A198 ⊆ B198 ⟹ A198 ∩ C198 ⊆ B198 ∩ C198,True,1,6.777869462966919,gemini-3-flash-preview,False,3454,2
converse (converse r53) = r53,True,1,6.834185361862183,gemini-3-flash-preview,False,3456,2
A107 ∩ B107 ⊆ A107,True,1,7.712207555770874,gemini-3-flash-preview,False,3458,2
trans r97 ⟹ r97 O r97 ⊆ r97,True,1,6.832108497619629,gemini-3-flash-preview,False,3460,2
A122 ⟶ A122 ∨ B122,True,1,6.505113840103149,gemini-3-flash-preview,False,3462,2
surj f15 ⟷ (∀y15. ∃x15. f15 x15 = y15),True,1,9.24673581123352,gemini-3-flash-preview,False,3464,2
f261 ` (A261 ∩ B261) ⊆ f261 ` A261 ∩ f261 ` B261,True,1,6.878638982772827,gemini-3-flash-preview,False,3466,2
r110 ⊆ s110 ⟹ converse r110 ⊆ converse s110,True,1,9.44392442703247,gemini-3-flash-preview,False,3468,2
A162 ∩ (B162 ∪ C162) = (A162 ∩ B162) ∪ (A162 ∩ C162),True,1,6.755648136138916,gemini-3-flash-preview,False,3470,2
set (rev xs309) = set xs309,True,1,6.546421051025391,gemini-3-flash-preview,False,3472,2
(a130::nat) + (b130::nat) = b130 + a130,True,1,6.799692869186401,gemini-3-flash-preview,False,3474,2
(A8 ∧ (B8 ∨ C8)) ⟷ (A8 ∧ B8) ∨ (A8 ∧ C8),True,1,4.321425199508667,gemini-3-flash-preview,False,3476,2
A167 ∩ B167 ⊆ A167,True,1,9.262952327728271,gemini-3-flash-preview,False,3478,2
converse (converse r32) = r32,True,1,6.804393291473389,gemini-3-flash-preview,False,3480,2
inj f16 ⟷ (∀x16 y16. f16 x16 = f16 y16 ⟶ x16 = y16),True,1,8.94052243232727,gemini-3-flash-preview,False,3482,2
inj_on f258 A258 ⟷ (∀x258∈A258. ∀y258∈A258. f258 x258 = f258 y258 ⟶ x258 = y258),True,1,9.004018783569336,gemini-3-flash-preview,False,3484,2
(a35::nat) + ((b35::nat) + a35) = b35 + (a35 + a35),True,1,9.666179418563843,gemini-3-flash-preview,False,3486,2
r309 O Id = r309,True,1,6.683408737182617,gemini-3-flash-preview,False,3488,2
bij_betw f283 A283 B283 ⟹ f283 ` A283 = B283,True,2,62.85678243637085,gemini-3-flash-preview,False,3507,3
x399 ∈ set (map f399 xs399) ⟷ (∃y∈set xs399. f399 y = x399),True,1,26.503698110580444,gemini-3-flash-preview,False,3511,2
A346 ⊆ A346 ∪ B346,True,1,8.960372686386108,gemini-3-flash-preview,False,3513,2
filter P182 (xs182 @ ys182) = filter P182 xs182 @ filter P182 ys182,True,1,6.461907863616943,gemini-3-flash-preview,False,3515,2
(m26::nat) ≤ m26 + (n26::nat),True,1,6.772797107696533,gemini-3-flash-preview,False,3517,2
x167 ∈ set (map f167 xs167) ⟷ (∃y∈set xs167. f167 y = x167),True,1,9.566327810287476,gemini-3-flash-preview,False,3519,2
(A57 ⟶ B57) ⟷ (¬A57 ∨ B57),True,1,6.70195198059082,gemini-3-flash-preview,False,3521,2
map f139 (xs139 @ ys139) = map f139 xs139 @ map f139 ys139,True,1,6.660704612731934,gemini-3-flash-preview,False,3523,2
A232 ⟶ A232 ∨ B232,True,1,6.415342807769775,gemini-3-flash-preview,False,3525,2
r96 ⊆ s96 ⟹ converse r96 ⊆ converse s96,True,1,6.864189624786377,gemini-3-flash-preview,False,3527,2
inj_on f144 A144 ⟷ (∀x144∈A144. ∀y144∈A144. f144 x144 = f144 y144 ⟶ x144 = y144),True,1,9.640486478805542,gemini-3-flash-preview,False,3529,2
f96 ` (A96 ∩ B96) ⊆ f96 ` A96 ∩ f96 ` B96,True,1,7.6361403465271,gemini-3-flash-preview,False,3531,2
converse (converse r158) = r158,True,1,6.755944490432739,gemini-3-flash-preview,False,3533,2
A181 ∧ B181 ⟶ B181,True,1,4.3467652797698975,gemini-3-flash-preview,False,3535,2
(0::int) ≤ abs (a237::int),True,1,6.873847484588623,gemini-3-flash-preview,False,3537,2
set (rev xs165) = set xs165,True,1,6.842010974884033,gemini-3-flash-preview,False,3539,2
(m162::nat) + 0 = m162,True,1,7.751367092132568,gemini-3-flash-preview,False,3541,2
r191p ⊆ r191 ⟹ s191p ⊆ s191 ⟹ r191p O s191p ⊆ r191 O s191,True,1,6.799488067626953,gemini-3-flash-preview,False,3543,2
(m277::nat) + Suc (n277::nat) = Suc (m277 + n277),True,1,7.187116384506226,gemini-3-flash-preview,False,3545,2
r107p ⊆ r107 ⟹ s107p ⊆ s107 ⟹ r107p O s107p ⊆ r107 O s107,True,1,9.396411180496216,gemini-3-flash-preview,False,3547,2
(converse (r262 O s262)) = converse s262 O converse r262,True,1,11.77717399597168,gemini-3-flash-preview,False,3549,2
inj_on f270 A270 ⟷ (∀x270∈A270. ∀y270∈A270. f270 x270 = f270 y270 ⟶ x270 = y270),True,1,10.68592357635498,gemini-3-flash-preview,False,3551,2
(m107::nat) + ((n107::nat) + m107) = n107 + (m107 + m107),True,1,6.83778715133667,gemini-3-flash-preview,False,3553,2
{x449∈A449. P x449} ⊆ A449,True,1,9.732808828353882,gemini-3-flash-preview,False,3555,2
¬(A324 ∧ B324) ⟷ (¬A324 ∨ ¬B324),True,1,7.267707109451294,gemini-3-flash-preview,False,3557,2
A423 ⊆ B423 ⟹ A423 ∩ C423 ⊆ B423 ∩ C423,True,1,6.981642484664917,gemini-3-flash-preview,False,3559,2
A226 ⊆ A226 ∪ B226,True,1,7.111416339874268,gemini-3-flash-preview,False,3561,2
x359 ∈ set (map f359 xs359) ⟷ (∃y∈set xs359. f359 y = x359),True,1,27.47118639945984,gemini-3-flash-preview,False,3565,2
Id O r280 = r280,True,1,6.929375410079956,gemini-3-flash-preview,False,3567,2
surj f129 ⟷ (∀y129. ∃x129. f129 x129 = y129),True,1,9.607365608215332,gemini-3-flash-preview,False,3569,2
f276 ` (A276 ∩ B276) ⊆ f276 ` A276 ∩ f276 ` B276,True,1,6.9955902099609375,gemini-3-flash-preview,False,3571,2
length (map f34 xs34) = length xs34,True,1,9.334641695022583,gemini-3-flash-preview,False,3573,2
surj f87 ⟷ (∀y87. ∃x87. f87 x87 = y87),True,1,9.553646087646484,gemini-3-flash-preview,False,3575,2
A170 ∧ B170 ⟶ A170,True,1,4.33787727355957,gemini-3-flash-preview,False,3577,2
surj f165 ⟷ (∀y165. ∃x165. f165 x165 = y165),True,1,9.902788639068604,gemini-3-flash-preview,False,3579,2
A90 ∧ B90 ⟶ A90,True,1,8.607724905014038,gemini-3-flash-preview,False,3581,2
(0::int) ≤ abs (a219::int),True,1,7.106020212173462,gemini-3-flash-preview,False,3583,2
